cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,prtvtcat,prtvtdbe,prtvtdbg,prtvtgch,prtvtbcy,prtvtecz,prtvede1,prtvede2,prtvtddk,prtvtgee,prtvtees,prtvtdfi,prtvtdfr,prtvtcgb,prtvtahr,prtvtfhu,prtvtcie,prtvtcis,prtvtcit,prtvblt1,prtvblt2,prtvblt3,prtvtalv,prtvtme,prtvtgnl,prtvtbno,prtvtdpl,prtvtcpt,prtvtrs,prtvtcse,prtvtfsi,prtvtdsk,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,prtcldat,prtcldbe,prtcldbg,prtclgch,prtclbcy,prtclecz,prtclede,prtclddk,prtclgee,prtclfes,prtclefi,prtclffr,prtclcgb,prtclahr,prtclghu,prtcleie,prtclcis,prtcldit,prtclblt,prtclalv,prtclme,prtclfnl,prtclbno,prtclhpl,prtclept,prtclrs,prtclcse,prtclfsi,prtcldsk,prtdgcl,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,hmsfmlsh,hmsacld,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdnm,rlgdnbat,rlgdnbe,rlgdnach,rlgdncy,rlgdnade,rlgdnafi,rlgdngb,rlgdnhu,rlgdnie,rlgdnais,rlgdnlt,rlgdnlv,rlgdme,rlgdnnl,rlgdnno,rlgdnapl,rlgdnrs,rlgdnase,rlgdnask,rlgblge,rlgdnme,rlgdebat,rlgdebe,rlgdeach,rlgdecy,rlgdeade,rlgdeafi,rlgdegb,rlgdehu,rlgdeie,rlgdeais,rlgdelt,rlgdelv,rlgdeme,rlgdenl,rlgdeno,rlgdeapl,rlgders,rlgdease,rlgdeask,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzshipd,brncntr,cntbrthd,livecnta,lnghom1,lnghom2,blgetmg,facntr,fbrncntc,mocntr,mbrncntc,admdw,vteurmmb,vteumbgb,vteubcmb,evpdemp,pdempyr,lvpntyr,evlvptn,lvptnyr,evmar,maryr,bthcld,nbthcld,fcldbrn,ycldbyr,ngchld,ygcdbyr,ggchld,admge,ageadlt,agemage,ageoage,iaglptn,iagmr,iagpnt,iagrtr,tygledu,tyglvp,tygmr,tygpnt,tygrtr,tolvpnt,tochld,towkht,anvcld,alvgptn,acldnmr,aftjbyc,advcyc,plnftr,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,agea,yrbrn,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rshipa2,rshipa3,rshipa4,rshipa5,rshipa6,rshipa7,rshipa8,rshipa9,rshipa10,rshipa11,rshipa12,rshipa13,rshipa14,rshipa15,rshpsts,rshpsgb,lvgptnea,dvrcdeva,marsts,marstgb,maritalb,chldhhe,domicil,edulvlb,eisced,edlveat,edlvebe,edlvebg,edlvdch,edlvgcy,edlvdcz,edubde1,eduade2,eduade3,edlvddk,edlvdee,edlvges,edlvdfi,edlvdfr,educgb1,edubgb2,edagegb,edlvehr,edlvdhu,edlvdie,edlvdis,edlveit,edlvdlt,edlvdlv,edlvdme,edlvenl,edlvdno,edlvgpl,edlvdpt,edlvdrs,edlvdse,edlvesi,edlvdsk,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngref,dngdk,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctra,estsz,jbspv,njbspv,wkdcorga,iorgact,wkhct,icwhct,wkhtot,nacer2,tporgwk,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrca,hinctnta,hincfel,iincsrc,edulvlpb,eiscedp,edlvpeat,edlvpebe,edlvpebg,edlvpdch,edlvpgcy,edlvpdcz,edupbde1,edupade2,edupade3,edlvpddk,edlvpdee,edlvpfes,edlvpdfi,edlvpdfr,edupcgb1,edupbgb2,edagepgb,edlvpehr,edlvpdhu,edlvpdie,edlvpdis,edlvpeit,edlvpdlt,edlvpdlv,edlvpdme,edlvpenl,edlvpdno,edlvpfpl,edlvpdpt,edlvpdrs,edlvpdse,edlvpesi,edlvpdsk,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,isco08p,emprelp,wkhtotp,edulvlfb,eiscedf,edlvfeat,edlvfebe,edlvfebg,edlvfdch,edlvfgcy,edlvfdcz,edufbde1,edufade2,edufade3,edlvfddk,edlvfdee,edlvffes,edlvfdfi,edlvfdfr,edufcgb1,edufbgb2,edagefgb,edlvfehr,edlvfdhu,edlvfdie,edlvfdis,edlvfeit,edlvfdlt,edlvfdlv,edlvfdme,edlvfenl,edlvfdno,edlvffpl,edlvfdpt,edlvfdrs,edlvfdse,edlvfesi,edlvfdsk,emprf14,occf14b,edulvlmb,eiscedm,edlvmeat,edlvmebe,edlvmebg,edlvmdch,edlvmgcy,edlvmdcz,edumbde1,edumade2,edumade3,edlvmddk,edlvmdee,edlvmfes,edlvmdfi,edlvmdfr,edumcgb1,edumbgb2,edagemgb,edlvmehr,edlvmdhu,edlvmdie,edlvmdis,edlvmeit,edlvmdlt,edlvmdlv,edlvmdme,edlvmenl,edlvmdno,edlvmfpl,edlvmdpt,edlvmdrs,edlvmdse,edlvmesi,edlvmdsk,emprm14,occm14b,atncrse,anctry1,anctry2,frprtpl,gvintcz,poltran,ifredu,ifrjob,evfredu,evfrjob,fvgabc,infqbst,grspnum,grsplet,netinum,netilet,grspfr,netifr,frlgrsp,frlneti,occinfr,topinfr,btminfr,wltdffr,recskil,recexp,recknow,recimg,recgndr,sofrdst,sofrwrk,sofrpr,sofrprv,ppldsrv,jstprev,pcmpinj,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,regunit,dweight,pspwght,pweight,anweight
FR,30,4,60,8,8,6,3,1,2,1,3,3,5,5,2,1,5,5,3,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,2,1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,3,1,9,2,1,3,2,4,1,1,5,1,7,1,1,1,6,8,5,9,6,4,3,1,1,2,3,6,6,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,9,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1997,1993,1,1998,1,2013,2,66,6666,6666,66,6666,6,2,19,40,75,0,0,0,0,15,888,888,19,888,888,888,888,3,3,3,3,3,5,4,2,2,1,2,6,6,6,6,,,,,,,,44,1975,1978,2012,2012,6666,6666,6666,6666,,,,,,,,1,2,2,66,66,66,66,,,,,,,,1,,1,2,66,,1,6,4,520,5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,88,88,666,2,35,86,5,2264,2,2,6,6,3,2,6,1,2,720,7,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5169,2,20,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,2,720,7,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,1,1,1,11050,555555,1,1,1,9,7,3,3,1,3,35000,66,18000,66,-2,-2,42000,25000,-2,3,-4,3,4,4,4,4,4,1,3,1,5,4,4,4,1,6,1,5,5,2,6,1,4,1,1,1,6,6,4,5,6,3,1,6,4,FRH0,2,1.121846676,0.639838755,2.726686716,1.744639834
FR,30,5,60,3,9,8,3,3,1,3,1,8,0,8,5,88,8,10,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,7,7,3,5,8,8,7,5,1,5,3,7,2,2,2,7,6,5,7,4,3,3,2,1,2,3,10,7,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,2005,2002,1,2007,1,2007,1,2,2009,2011,66,6666,6,1,18,40,55,25,30,30,60,17,16,17,17,59,25,45,60,2,5,5,5,5,0,1,1,6,6,6,6,6,6,6,,,,,,,,42,1977,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,1,4,,4,1,3,720,7,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,2,6,1,1,2,10,10,55,1,55,86,5,2264,2,1,2,2,3,1,8,1,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,720,7,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,1,3,720,7,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,3,66,2,11050,11058,3,3,2,10,7,8,7,1,2,777777777,5,777777777,77,0,0,666666666,666666666,0,0,0,0,1,1,2,2,2,1,1,2,5,1,4,4,5,6,1,5,3,4,3,1,1,2,5,6,6,1,5,1,4,1,1,4,5,FRJ2,2,0.560816407,0.483014584,2.726686716,1.317029449
FR,0,5,600,5,0,3,4,1,1,1,1,0,3,3,0,0,5,8,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,1,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,8,0,0,0,9,10,1,3,2,3,8,2,2,2,7,10,7,6,6,3,3,1,1,3,3,8,8,1,6,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,2,MA,1984,FRE,ARA,2,2,MA,2,MA,1,1,,,1,2006,2004,1,2005,1,2005,1,2,2007,2010,66,6666,6,2,30,60,70,28,28,25,62,18,20,20,18,50,35,45,62,3,3,3,5,5,0,3,2,1,2,6,6,6,6,6,,,,,,,,34,1984,2007,2010,6666,6666,6666,6666,6666,,,,,,,,2,2,66,66,66,66,66,,,,,,,,66,,2,1,4,,4,6,2,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,15,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,2,66666,6,0,38,1,38,65,4,3321,2,2,6,6,3,1,7,2,1,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,1,6,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,3,66,1,11050,21130,2,2,1,8,0,5,5,1,3,35000,66,30000,66,-1,-1,40000,35000,-2,0,-4,0,3,3,4,2,2,2,1,1,4,3,4,4,1,5,1,1,1,2,6,3,2,3,1,1,2,1,5,4,4,1,3,1,2,FRB0,2,0.569157362,0.586104274,2.726686716,1.598122738
FR,105,1,6666,5,9,7,2,2,2,2,1,4,5,8,7,5,5,6,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,5,5,4,5,4,7,8,2,2,5,5,6,2,2,2,5,4,4,5,5,4,3,2,2,3,2,7,7,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,8888,8888,2,6666,2,6666,2,66,6666,6666,66,6666,6,1,18,20,0,22,25,25,58,18,20,20,20,50,25,60,888,4,4,4,2,2,7,1,1,6,6,6,6,6,6,6,,,,,,,,63,1955,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,2,6,,6,2,1,113,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,8888,1,66666,1,1,2,66666,6,7,35,1,35,82,4,8344,2,1,2,2,3,4,1,2,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,1,7,8888,88,,,,,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,2,2,3,5,5,5,6,2,2,666666666,66,791,66,6,-3,666666666,1000,-2,3,8,8,2,2,3,2,2,2,2,2,4,2,8,5,2,5,5,5,3,3,3,2,2,2,2,2,5,2,5,8,5,2,1,5,8,FRG0,2,0.51265347,0.672786713,2.726686716,1.834478592
FR,60,5,120,6,5,0,1,1,1,1,3,5,8,10,5,5,4,5,2,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,6,8,0,0,0,10,10,2,2,5,2,5,3,3,1,8,5,7,8,6,4,3,2,1,1,3,10,5,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,10,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,2008,2014,1,2015,2,6666,2,66,6666,6666,66,6666,6,1,25,30,65,25,30,30,55,20,18,25,18,50,30,50,55,4,2,4,2,2,8,1,1,6,6,6,6,6,6,6,,,,,,,,27,1992,6666,6666,6666,6666,6666,6666,6666,,,,,,,,66,66,66,66,66,66,66,,,,,,,,66,,1,2,6,,6,2,4,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,14,0,0,1,0,0,0,0,0,0,0,0,0,66,3,2,1,2018,1,66666,1,1,1,1,8,5,45,1,60,10,4,7512,2,1,2,1,3,5,2,1,66,6666,66,,,,,,,,,,,,,,6666,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,6,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,2,2,2,7,8,5,5,3,2,666666666,66,1300,66,6,0,666666666,666666666,0,2,-2,-2,2,3,4,1,1,2,2,4,4,2,8,2,3,5,2,2,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,FRE1,2,0.565683365,0.611419082,2.726686716,1.667148288
FR,60,5,240,8,8,4,1,5,3,5,4,10,10,10,9,9,8,8,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,6,9,9,10,10,10,10,2,1,5,1,10,1,1,1,10,10,10,10,5,2,3,2,1,1,3,8,10,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1998,1994,1,2003,1,2011,1,2,2004,2006,66,6666,6,1,17,50,70,23,30,30,60,16,20,18,20,60,25,45,65,4,5,5,5,1,0,4,1,2,1,1,6,6,6,6,,,,,,,,46,1973,1963,2004,2006,6666,6666,6666,6666,,,,,,,,1,2,2,66,66,66,66,,,,,,,,1,,1,2,66,,1,6,1,720,7,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,1,10,8,6,40,1,45,47,4,2431,1,2,6,6,3,1,10,1,1,620,6,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,1211,1,45,710,7,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,1,2,321,3,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,5,4,5,10,10,8,6,1,2,150000,66,8000,66,0,0,666666666,666666666,0,0,-2,-2,3,3,1,1,2,3,3,1,5,3,2,2,3,4,3,5,4,5,4,2,3,2,3,2,3,2,4,3,4,3,3,2,2,FR10,2,1.026627898,1.014532328,2.726686716,2.766311821
FR,30,3,6666,3,7,2,1,2,2,2,2,3,3,8,3,3,1,5,1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,2,8,9,4,3,3,2,2,3,2,5,4,2,2,2,2,5,2,5,9,6,4,3,2,1,2,3,10,6,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,2,1,,,1,1965,1968,1,1967,1,1970,1,2,1971,1974,4,1999,2,2,20,35,75,20,25,25,65,16,20,22,22,65,30,50,65,3,3,3,4,2,1,2,1,2,6,6,6,6,6,6,,,,,,,,70,1948,1949,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,2,2,66,,1,2,4,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2008,2,5,6,1,1,5,10,10,70,1,70,47,5,5221,2,2,6,6,3,4,6,2,4,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,9,321,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,3,2,2,8,8,8,5,2,2,666666666,66,1600,66,6,0,666666666,666666666,0,0,-2,1,4,4,4,2,1,4,1,3,4,4,3,2,3,4,1,2,2,5,4,2,2,1,1,3,4,2,6,2,3,1,4,2,3,FRG0,2,1.141884327,1.498564363,2.726686716,4.08611554
FR,30,5,180,5,7,6,3,3,3,2,2,6,8,10,7,6,8,8,1,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,2,9,3,4,3,7,4,9,1,1,5,2,2,2,3,3,3,3,2,7,6,3,2,2,3,1,3,10,8,2,66,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,2,NZ,1999,FRE,ENG,2,2,NZ,2,NZ,2,1,,,1,2000,1979,1,1984,1,1995,2,66,6666,6666,66,6666,6,2,18,25,70,25,27,27,65,16,19,25,25,55,20,60,65,5,5,5,5,3,5,2,2,1,6,6,6,6,6,6,,,,,,,,58,1961,1958,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,1,1,66,,1,1,3,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,9,6,20,1,20,85,4,2310,2,1,1,2,3,1,7,3,1,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,66,2,66666,6,666,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,2,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,82040,555555,2,2,2,8,7,4,3,1,2,888888888,2,1500,66,4,4,3500,2700,4,0,-4,4,2,3,3,4,2,2,1,2,5,5,3,4,1,5,1,5,2,3,5,1,1,4,5,2,5,1,5,2,2,1,1,2,3,FRK2,2,1.125632763,0.897725523,2.726686716,2.447816257
FR,180,4,30,8,8,7,1,2,3,2,3,4,5,6,4,3,3,6,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,2,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3,1,8,4,5,3,6,7,1,1,5,1,8,1,1,1,8,8,8,8,6,6,5,2,1,1,3,7,7,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1969,1972,1,1979,1,1995,2,66,6666,6666,66,6666,6,2,22,35,80,25,26,30,55,16,20,20,25,50,25,50,65,5,5,5,5,2,5,2,1,2,6,6,6,6,6,6,,,,,,,,66,1952,1959,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,1,,1,2,66,,1,1,4,213,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2007,1,66666,1,3,1,25,2,6,40,1,40,53,3,4412,2,2,6,6,2,1,7,2,4,313,4,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,9111,1,40,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,7,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,66,2,11050,555555,2,2,2,6,6,3,3,2,2,666666666,66,1200,66,6,-2,666666666,1800,-2,3,2,3,3,3,3,3,2,1,3,3,5,3,2,3,4,5,3,4,4,3,5,3,4,1,4,1,4,3,4,4,4,1,3,4,1,FRG0,2,1.141884327,1.498564363,2.726686716,4.08611554
FR,45,5,90,5,7,7,1,3,3,3,3,7,7,8,8,5,7,5,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3,5,7,7,6,9,6,7,2,1,5,1,9,1,1,2,8,9,8,7,7,6,3,2,1,2,3,8,8,1,1,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,,,,,,,,,,,,,,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,1985,1984,1,1994,1,2008,1,3,1996,2005,0,6666,6,1,18,30,85,20,30,30,60,16,18,20,20,45,25,45,65,5,5,5,5,5,8,5,1,2,2,1,1,6,6,6,,,,,,,,54,1964,1965,1996,1999,2005,6666,6666,6666,,,,,,,,1,2,2,2,66,66,66,,,,,,,,1,,1,2,66,,1,6,3,710,7,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,19,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,6,6,35,1,35,85,2,2341,2,2,6,6,3,1,10,2,1,720,7,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2341,1,35,113,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,1,113,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,66,2,11050,11051,4,3,3,4,5,2,3,1,2,888888888,4,888888888,3,-1,-1,4000,3000,-1,3,-3,3,4,3,3,2,2,3,2,2,4,3,3,3,3,6,1,5,5,4,4,2,3,1,4,3,4,3,5,4,4,3,2,4,3,FRK1,2,1.123602271,0.796517789,2.726686716,2.171854475
FR,90,5,240,7,7,8,1,3,4,4,3,6,7,5,7,4,6,8,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,2,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,6,3,8,3,2,4,6,7,2,1,5,1,7,1,1,2,6,8,5,8,6,4,3,2,1,1,3,8,7,2,66,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6666,1,6666,6666,FRE,0,2,1,6666,1,6666,3,1,,,1,2013,2013,1,2014,2,6666,2,66,6666,6666,66,6666,6,1,21,35,65,22,30,30,60,16,15,18,18,35,30,55,65,5,5,5,5,5,4,2,1,2,6,6,6,6,6,6,,,,,,,,24,1994,1994,6666,6666,6666,6666,6666,6666,,,,,,,,1,66,66,66,66,66,66,,,,,,,,3,,6,2,6,,6,2,1,720,7,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,6,1,2,66666,10,10,20,1,20,47,5,2654,2,2,6,6,3,1,3,1,1,720,7,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,66,2,66666,6,666,520,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,1,2,720,7,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,1,1,1,11050,555555,3,3,2,8,8,3,3,1,2,1200,66,1200,66,0,0,666666666,666666666,0,1,-2,3,4,3,4,3,3,2,2,1,5,3,4,3,2,6,1,5,5,3,4,1,4,3,5,3,5,3,4,3,6,2,2,4,3,FRJ2,2,1.08896327,1.626986861,2.726686716,4.436283462
